pair_id,pair_type,side,Arms_set,deg_set,beta_deg,id_A,iq_A,is_rated,point_role
2367,mirror,regen,451.1559,172.6476,187.3524,100.0,-775.0,False,dense_cartesian
2368,mirror,motoring,453.2292,9.1623,-9.1623,125.0,775.0,False,dense_cartesian
2368,mirror,regen,453.2292,170.8377,189.1623,125.0,-775.0,False,dense_cartesian
2369,mirror,motoring,455.7503,10.9541,-10.9541,150.0,775.0,False,dense_cartesian
2369,mirror,regen,455.7503,169.0459,190.9541,150.0,-775.0,False,dense_cartesian
2370,mirror,motoring,458.712,12.7244,-12.7244,175.0,775.0,False,dense_cartesian
2370,mirror,regen,458.712,167.2756,192.7244,175.0,-775.0,False,dense_cartesian
2371,mirror,motoring,462.1057,14.4703,-14.4703,200.0,775.0,False,dense_cartesian
2371,mirror,regen,462.1057,165.5297,194.4703,200.0,-775.0,False,dense_cartesian
2372,mirror,motoring,465.922,16.1892,-16.1892,225.0,775.0,False,dense_cartesian
2372,mirror,regen,465.922,163.8108,196.1892,225.0,-775.0,False,dense_cartesian
2373,mirror,motoring,470.1507,17.8787,-17.8787,250.0,775.0,False,dense_cartesian
2373,mirror,regen,470.1507,162.1213,197.8787,250.0,-775.0,False,dense_cartesian
2374,mirror,motoring,474.7807,19.5367,-19.5367,275.0,775.0,False,dense_cartesian
2374,mirror,regen,474.7807,160.4633,199.5367,275.0,-775.0,False,dense_cartesian
2375,mirror,motoring,479.8003,21.1613,-21.1613,300.0,775.0,False,dense_cartesian
2375,mirror,regen,479.8003,158.8387,201.1613,300.0,-775.0,False,dense_cartesian
2376,mirror,motoring,485.1976,22.751,-22.751,325.0,775.0,False,dense_cartesian
2376,mirror,regen,485.1976,157.249,202.751,325.0,-775.0,False,dense_cartesian
2377,mirror,motoring,490.9599,24.3045,-24.3045,350.0,775.0,False,dense_cartesian
2377,mirror,regen,490.9599,155.6955,204.3045,350.0,-775.0,False,dense_cartesian
2378,mirror,motoring,497.0748,25.821,-25.821,375.0,775.0,False,dense_cartesian
2378,mirror,regen,497.0748,154.179,205.821,375.0,-775.0,False,dense_cartesian
2379,mirror,motoring,503.5292,27.2996,-27.2996,400.0,775.0,False,dense_cartesian
2379,mirror,regen,503.5292,152.7004,207.2996,400.0,-775.0,False,dense_cartesian
2380,mirror,motoring,510.3104,28.7398,-28.7398,425.0,775.0,False,dense_cartesian
2380,mirror,regen,510.3104,151.2602,208.7398,425.0,-775.0,False,dense_cartesian
2381,mirror,motoring,517.4054,30.1414,-30.1414,450.0,775.0,False,dense_cartesian
2381,mirror,regen,517.4054,149.8586,210.1414,450.0,-775.0,False,dense_cartesian
2382,mirror,motoring,524.8015,31.5043,-31.5043,475.0,775.0,False,dense_cartesian
2382,mirror,regen,524.8015,148.4957,211.5043,475.0,-775.0,False,dense_cartesian
2383,mirror,motoring,532.4863,32.8285,-32.8285,500.0,775.0,False,dense_cartesian
2383,mirror,regen,532.4863,147.1715,212.8285,500.0,-775.0,False,dense_cartesian
2384,mirror,motoring,540.4473,34.1145,-34.1145,525.0,775.0,False,dense_cartesian
2384,mirror,regen,540.4473,145.8855,214.1145,525.0,-775.0,False,dense_cartesian
2385,mirror,motoring,548.6726,35.3625,-35.3625,550.0,775.0,False,dense_cartesian
2385,mirror,regen,548.6726,144.6375,215.3625,550.0,-775.0,False,dense_cartesian
2386,mirror,motoring,557.1505,36.573,-36.573,575.0,775.0,False,dense_cartesian
2386,mirror,regen,557.1505,143.427,216.573,575.0,-775.0,False,dense_cartesian
2387,mirror,motoring,565.8695,37.7468,-37.7468,600.0,775.0,False,dense_cartesian
2387,mirror,regen,565.8695,142.2532,217.7468,600.0,-775.0,False,dense_cartesian
2388,mirror,motoring,574.8188,38.8845,-38.8845,625.0,775.0,False,dense_cartesian
2388,mirror,regen,574.8188,141.1155,218.8845,625.0,-775.0,False,dense_cartesian
2389,mirror,motoring,583.9877,39.9869,-39.9869,650.0,775.0,False,dense_cartesian
2389,mirror,regen,583.9877,140.0131,219.9869,650.0,-775.0,False,dense_cartesian
2390,mirror,motoring,593.3661,41.0548,-41.0548,675.0,775.0,False,dense_cartesian
2390,mirror,regen,593.3661,138.9452,221.0548,675.0,-775.0,False,dense_cartesian
2391,mirror,motoring,602.9442,42.0892,-42.0892,700.0,775.0,False,dense_cartesian
2391,mirror,regen,602.9442,137.9108,222.0892,700.0,-775.0,False,dense_cartesian
2392,mirror,motoring,612.7125,43.0908,-43.0908,725.0,775.0,False,dense_cartesian
2392,mirror,regen,612.7125,136.9092,223.0908,725.0,-775.0,False,dense_cartesian
2393,mirror,motoring,613.7318,-41.1859,41.1859,-700.0,800.0,False,dense_cartesian
2393,mirror,regen,613.7318,221.1859,138.8141,-700.0,-800.0,False,dense_cartesian
2394,mirror,motoring,604.3247,-40.156,40.156,-675.0,800.0,False,dense_cartesian
2394,mirror,regen,604.3247,220.156,139.844,-675.0,-800.0,False,dense_cartesian
2395,mirror,motoring,595.119,-39.0939,39.0939,-650.0,800.0,False,dense_cartesian
2395,mirror,regen,595.119,219.0939,140.9061,-650.0,-800.0,False,dense_cartesian
2396,mirror,motoring,586.1243,-37.9987,37.9987,-625.0,800.0,False,dense_cartesian
2396,mirror,regen,586.1243,217.9987,142.0013,-625.0,-800.0,False,dense_cartesian
2397,mirror,motoring,577.3503,-36.8699,36.8699,-600.0,800.0,False,dense_cartesian
2397,mirror,regen,577.3503,216.8699,143.1301,-600.0,-800.0,False,dense_cartesian
2398,mirror,motoring,568.8072,-35.7067,35.7067,-575.0,800.0,False,dense_cartesian
2398,mirror,regen,568.8072,215.7067,144.2933,-575.0,-800.0,False,dense_cartesian
2399,mirror,motoring,560.5057,-34.5085,34.5085,-550.0,800.0,False,dense_cartesian
2399,mirror,regen,560.5057,214.5085,145.4915,-550.0,-800.0,False,dense_cartesian
2400,mirror,motoring,552.4566,-33.2749,33.2749,-525.0,800.0,False,dense_cartesian
2400,mirror,regen,552.4566,213.2749,146.7251,-525.0,-800.0,False,dense_cartesian
2401,mirror,motoring,544.6712,-32.0054,32.0054,-500.0,800.0,False,dense_cartesian
2401,mirror,regen,544.6712,212.0054,147.9946,-500.0,-800.0,False,dense_cartesian
2402,mirror,motoring,537.1607,-30.6997,30.6997,-475.0,800.0,False,dense_cartesian
2402,mirror,regen,537.1607,210.6997,149.3003,-475.0,-800.0,False,dense_cartesian
2403,mirror,motoring,529.9371,-29.3578,29.3578,-450.0,800.0,False,dense_cartesian
2403,mirror,regen,529.9371,209.3578,150.6422,-450.0,-800.0,False,dense_cartesian
2404,mirror,motoring,523.0121,-27.9795,27.9795,-425.0,800.0,False,dense_cartesian
2404,mirror,regen,523.0121,207.9795,152.0205,-425.0,-800.0,False,dense_cartesian
2405,mirror,motoring,516.3978,-26.5651,26.5651,-400.0,800.0,False,dense_cartesian
2405,mirror,regen,516.3978,206.5651,153.4349,-400.0,-800.0,False,dense_cartesian
2406,mirror,motoring,510.1062,-25.1148,25.1148,-375.0,800.0,False,dense_cartesian
2406,mirror,regen,510.1062,205.1148,154.8852,-375.0,-800.0,False,dense_cartesian
2407,mirror,motoring,504.1494,-23.6294,23.6294,-350.0,800.0,False,dense_cartesian
2407,mirror,regen,504.1494,203.6294,156.3706,-350.0,-800.0,False,dense_cartesian
2408,mirror,motoring,498.5395,-22.1094,22.1094,-325.0,800.0,False,dense_cartesian
2408,mirror,regen,498.5395,202.1094,157.8906,-325.0,-800.0,False,dense_cartesian
2409,mirror,motoring,493.2883,-20.556,20.556,-300.0,800.0,False,dense_cartesian
2409,mirror,regen,493.2883,200.556,159.444,-300.0,-800.0,False,dense_cartesian
2410,mirror,motoring,488.4073,-18.9704,18.9704,-275.0,800.0,False,dense_cartesian
2410,mirror,regen,488.4073,198.9704,161.0296,-275.0,-800.0,False,dense_cartesian
2411,mirror,motoring,483.9077,-17.354,17.354,-250.0,800.0,False,dense_cartesian
2411,mirror,regen,483.9077,197.354,162.646,-250.0,-800.0,False,dense_cartesian
2412,mirror,motoring,479.8003,-15.7086,15.7086,-225.0,800.0,False,dense_cartesian
2412,mirror,regen,479.8003,195.7086,164.2914,-225.0,-800.0,False,dense_cartesian
2413,mirror,motoring,476.0952,-14.0362,14.0362,-200.0,800.0,False,dense_cartesian
2413,mirror,regen,476.0952,194.0362,165.9638,-200.0,-800.0,False,dense_cartesian
2414,mirror,motoring,472.8019,-12.3391,12.3391,-175.0,800.0,False,dense_cartesian
2414,mirror,regen,472.8019,192.3391,167.6609,-175.0,-800.0,False,dense_cartesian
2415,mirror,motoring,469.9291,-10.6197,10.6197,-150.0,800.0,False,dense_cartesian
2415,mirror,regen,469.9291,190.6197,169.3803,-150.0,-800.0,False,dense_cartesian
2416,mirror,motoring,467.4844,-8.8807,8.8807,-125.0,800.0,False,dense_cartesian
2416,mirror,regen,467.4844,188.8807,171.1193,-125.0,-800.0,False,dense_cartesian
2417,mirror,motoring,465.4747,-7.125,7.125,-100.0,800.0,False,dense_cartesian
2417,mirror,regen,465.4747,187.125,172.875,-100.0,-800.0,False,dense_cartesian
2418,mirror,motoring,463.9055,-5.3558,5.3558,-75.0,800.0,False,dense_cartesian
2418,mirror,regen,463.9055,185.3558,174.6442,-75.0,-800.0,False,dense_cartesian
2419,mirror,motoring,462.7814,-3.5763,3.5763,-50.0,800.0,False,dense_cartesian
2419,mirror,regen,462.7814,183.5763,176.4237,-50.0,-800.0,False,dense_cartesian
2420,mirror,motoring,462.1057,-1.7899,1.7899,-25.0,800.0,False,dense_cartesian
2420,mirror,regen,462.1057,181.7899,178.2101,-25.0,-800.0,False,dense_cartesian
2421,mirror,motoring,461.8802,0.0,0.0,0.0,800.0,False,dense_cartesian
2421,mirror,regen,461.8802,180.0,180.0,0.0,-800.0,False,dense_cartesian
2422,mirror,motoring,462.1057,1.7899,-1.7899,25.0,800.0,False,dense_cartesian
2422,mirror,regen,462.1057,178.2101,181.7899,25.0,-800.0,False,dense_cartesian
2423,mirror,motoring,462.7814,3.5763,-3.5763,50.0,800.0,False,dense_cartesian
2423,mirror,regen,462.7814,176.4237,183.5763,50.0,-800.0,False,dense_cartesian
2424,mirror,motoring,463.9055,5.3558,-5.3558,75.0,800.0,False,dense_cartesian
2424,mirror,regen,463.9055,174.6442,185.3558,75.0,-800.0,False,dense_cartesian
2425,mirror,motoring,465.4747,7.125,-7.125,100.0,800.0,False,dense_cartesian
2425,mirror,regen,465.4747,172.875,187.125,100.0,-800.0,False,dense_cartesian
2426,mirror,motoring,467.4844,8.8807,-8.8807,125.0,800.0,False,dense_cartesian
2426,mirror,regen,467.4844,171.1193,188.8807,125.0,-800.0,False,dense_cartesian
2427,mirror,motoring,469.9291,10.6197,-10.6197,150.0,800.0,False,dense_cartesian
2427,mirror,regen,469.9291,169.3803,190.6197,150.0,-800.0,False,dense_cartesian
2428,mirror,motoring,472.8019,12.3391,-12.3391,175.0,800.0,False,dense_cartesian
2428,mirror,regen,472.8019,167.6609,192.3391,175.0,-800.0,False,dense_cartesian
2429,mirror,motoring,476.0952,14.0362,-14.0362,200.0,800.0,False,dense_cartesian
2429,mirror,regen,476.0952,165.9638,194.0362,200.0,-800.0,False,dense_cartesian
2430,mirror,motoring,479.8003,15.7086,-15.7086,225.0,800.0,False,dense_cartesian
2430,mirror,regen,479.8003,164.2914,195.7086,225.0,-800.0,False,dense_cartesian
2431,mirror,motoring,483.9077,17.354,-17.354,250.0,800.0,False,dense_cartesian
2431,mirror,regen,483.9077,162.646,197.354,250.0,-800.0,False,dense_cartesian
2432,mirror,motoring,488.4073,18.9704,-18.9704,275.0,800.0,False,dense_cartesian
2432,mirror,regen,488.4073,161.0296,198.9704,275.0,-800.0,False,dense_cartesian
2433,mirror,motoring,493.2883,20.556,-20.556,300.0,800.0,False,dense_cartesian
2433,mirror,regen,493.2883,159.444,200.556,300.0,-800.0,False,dense_cartesian
2434,mirror,motoring,498.5395,22.1094,-22.1094,325.0,800.0,False,dense_cartesian
2434,mirror,regen,498.5395,157.8906,202.1094,325.0,-800.0,False,dense_cartesian
2435,mirror,motoring,504.1494,23.6294,-23.6294,350.0,800.0,False,dense_cartesian
2435,mirror,regen,504.1494,156.3706,203.6294,350.0,-800.0,False,dense_cartesian
2436,mirror,motoring,510.1062,25.1148,-25.1148,375.0,800.0,False,dense_cartesian
2436,mirror,regen,510.1062,154.8852,205.1148,375.0,-800.0,False,dense_cartesian
2437,mirror,motoring,516.3978,26.5651,-26.5651,400.0,800.0,False,dense_cartesian
2437,mirror,regen,516.3978,153.4349,206.5651,400.0,-800.0,False,dense_cartesian
2438,mirror,motoring,523.0121,27.9795,-27.9795,425.0,800.0,False,dense_cartesian
2438,mirror,regen,523.0121,152.0205,207.9795,425.0,-800.0,False,dense_cartesian
2439,mirror,motoring,529.9371,29.3578,-29.3578,450.0,800.0,False,dense_cartesian
2439,mirror,regen,529.9371,150.6422,209.3578,450.0,-800.0,False,dense_cartesian
2440,mirror,motoring,537.1607,30.6997,-30.6997,475.0,800.0,False,dense_cartesian
2440,mirror,regen,537.1607,149.3003,210.6997,475.0,-800.0,False,dense_cartesian
2441,mirror,motoring,544.6712,32.0054,-32.0054,500.0,800.0,False,dense_cartesian
2441,mirror,regen,544.6712,147.9946,212.0054,500.0,-800.0,False,dense_cartesian
2442,mirror,motoring,552.4566,33.2749,-33.2749,525.0,800.0,False,dense_cartesian
2442,mirror,regen,552.4566,146.7251,213.2749,525.0,-800.0,False,dense_cartesian
2443,mirror,motoring,560.5057,34.5085,-34.5085,550.0,800.0,False,dense_cartesian
2443,mirror,regen,560.5057,145.4915,214.5085,550.0,-800.0,False,dense_cartesian
2444,mirror,motoring,568.8072,35.7067,-35.7067,575.0,800.0,False,dense_cartesian
2444,mirror,regen,568.8072,144.2933,215.7067,575.0,-800.0,False,dense_cartesian
2445,mirror,motoring,577.3503,36.8699,-36.8699,600.0,800.0,False,dense_cartesian
2445,mirror,regen,577.3503,143.1301,216.8699,600.0,-800.0,False,dense_cartesian
2446,mirror,motoring,586.1243,37.9987,-37.9987,625.0,800.0,False,dense_cartesian
2446,mirror,regen,586.1243,142.0013,217.9987,625.0,-800.0,False,dense_cartesian
2447,mirror,motoring,595.119,39.0939,-39.0939,650.0,800.0,False,dense_cartesian
2447,mirror,regen,595.119,140.9061,219.0939,650.0,-800.0,False,dense_cartesian
2448,mirror,motoring,604.3247,40.156,-40.156,675.0,800.0,False,dense_cartesian
2448,mirror,regen,604.3247,139.844,220.156,675.0,-800.0,False,dense_cartesian
2449,mirror,motoring,613.7318,41.1859,-41.1859,700.0,800.0,False,dense_cartesian
2449,mirror,regen,613.7318,138.8141,221.1859,700.0,-800.0,False,dense_cartesian
2450,mirror,motoring,615.4267,-39.2894,39.2894,-675.0,825.0,False,dense_cartesian
2450,mirror,regen,615.4267,219.2894,140.7106,-675.0,-825.0,False,dense_cartesian
2451,mirror,motoring,606.3896,-38.2338,38.2338,-650.0,825.0,False,dense_cartesian
2451,mirror,regen,606.3896,218.2338,141.7662,-650.0,-825.0,False,dense_cartesian
2452,mirror,motoring,597.5645,-37.1467,37.1467,-625.0,825.0,False,dense_cartesian
2452,mirror,regen,597.5645,217.1467,142.8533,-625.0,-825.0,False,dense_cartesian
2453,mirror,motoring,588.9609,-36.0274,36.0274,-600.0,825.0,False,dense_cartesian
2453,mirror,regen,588.9609,216.0274,143.9726,-600.0,-825.0,False,dense_cartesian
2454,mirror,motoring,580.5888,-34.8753,34.8753,-575.0,825.0,False,dense_cartesian
2454,mirror,regen,580.5888,214.8753,145.1247,-575.0,-825.0,False,dense_cartesian
2455,mirror,motoring,572.4581,-33.6901,33.6901,-550.0,825.0,False,dense_cartesian
2455,mirror,regen,572.4581,213.6901,146.3099,-550.0,-825.0,False,dense_cartesian
2456,mirror,motoring,564.5795,-32.4712,32.4712,-525.0,825.0,False,dense_cartesian
2456,mirror,regen,564.5795,212.4712,147.5288,-525.0,-825.0,False,dense_cartesian
2457,mirror,motoring,556.9635,-31.2184,31.2184,-500.0,825.0,False,dense_cartesian
2457,mirror,regen,556.9635,211.2184,148.7816,-500.0,-825.0,False,dense_cartesian
2458,mirror,motoring,549.6211,-29.9315,29.9315,-475.0,825.0,False,dense_cartesian
2458,mirror,regen,549.6211,209.9315,150.0685,-475.0,-825.0,False,dense_cartesian
2459,mirror,motoring,542.5634,-28.6105,28.6105,-450.0,825.0,False,dense_cartesian
2459,mirror,regen,542.5634,208.6105,151.3895,-450.0,-825.0,False,dense_cartesian
2460,mirror,motoring,535.8016,-27.2553,27.2553,-425.0,825.0,False,dense_cartesian
2460,mirror,regen,535.8016,207.2553,152.7447,-425.0,-825.0,False,dense_cartesian
2461,mirror,motoring,529.3471,-25.8664,25.8664,-400.0,825.0,False,dense_cartesian
2461,mirror,regen,529.3471,205.8664,154.1336,-400.0,-825.0,False,dense_cartesian
2462,mirror,motoring,523.2112,-24.444,24.444,-375.0,825.0,False,dense_cartesian
2462,mirror,regen,523.2112,204.444,155.556,-375.0,-825.0,False,dense_cartesian
2463,mirror,motoring,517.4054,-22.9887,22.9887,-350.0,825.0,False,dense_cartesian
2463,mirror,regen,517.4054,202.9887,157.0113,-350.0,-825.0,False,dense_cartesian
2464,mirror,motoring,511.9408,-21.5014,21.5014,-325.0,825.0,False,dense_cartesian
2464,mirror,regen,511.9408,201.5014,158.4986,-325.0,-825.0,False,dense_cartesian
2465,mirror,motoring,506.8284,-19.9831,19.9831,-300.0,825.0,False,dense_cartesian
2465,mirror,regen,506.8284,199.9831,160.0169,-300.0,-825.0,False,dense_cartesian
2466,mirror,motoring,502.079,-18.4349,18.4349,-275.0,825.0,False,dense_cartesian
2466,mirror,regen,502.079,198.4349,161.5651,-275.0,-825.0,False,dense_cartesian
2467,mirror,motoring,497.7031,-16.8584,16.8584,-250.0,825.0,False,dense_cartesian
2467,mirror,regen,497.7031,196.8584,163.1416,-250.0,-825.0,False,dense_cartesian
2468,mirror,motoring,493.7104,-15.2551,15.2551,-225.0,825.0,False,dense_cartesian
2468,mirror,regen,493.7104,195.2551,164.7449,-225.0,-825.0,False,dense_cartesian
2469,mirror,motoring,490.1105,-13.627,13.627,-200.0,825.0,False,dense_cartesian
2469,mirror,regen,490.1105,193.627,166.373,-200.0,-825.0,False,dense_cartesian
2470,mirror,motoring,486.912,-11.9761,11.9761,-175.0,825.0,False,dense_cartesian
2470,mirror,regen,486.912,191.9761,168.0239,-175.0,-825.0,False,dense_cartesian
2471,mirror,motoring,484.1229,-10.3048,10.3048,-150.0,825.0,False,dense_cartesian
2471,mirror,regen,484.1229,190.3048,169.6952,-150.0,-825.0,False,dense_cartesian
2472,mirror,motoring,481.7503,-8.6156,8.6156,-125.0,825.0,False,dense_cartesian
2472,mirror,regen,481.7503,188.6156,171.3844,-125.0,-825.0,False,dense_cartesian
2473,mirror,motoring,479.8003,-6.9112,6.9112,-100.0,825.0,False,dense_cartesian
2473,mirror,regen,479.8003,186.9112,173.0888,-100.0,-825.0,False,dense_cartesian
2474,mirror,motoring,478.2782,-5.1944,5.1944,-75.0,825.0,False,dense_cartesian
2474,mirror,regen,478.2782,185.1944,174.8056,-75.0,-825.0,False,dense_cartesian
2475,mirror,motoring,477.1879,-3.4682,3.4682,-50.0,825.0,False,dense_cartesian
2475,mirror,regen,477.1879,183.4682,176.5318,-50.0,-825.0,False,dense_cartesian
2476,mirror,motoring,476.5326,-1.7357,1.7357,-25.0,825.0,False,dense_cartesian
2476,mirror,regen,476.5326,181.7357,178.2643,-25.0,-825.0,False,dense_cartesian
2477,mirror,motoring,476.314,0.0,0.0,0.0,825.0,False,dense_cartesian
2477,mirror,regen,476.314,180.0,180.0,0.0,-825.0,False,dense_cartesian
2478,mirror,motoring,476.5326,1.7357,-1.7357,25.0,825.0,False,dense_cartesian
2478,mirror,regen,476.5326,178.2643,181.7357,25.0,-825.0,False,dense_cartesian
2479,mirror,motoring,477.1879,3.4682,-3.4682,50.0,825.0,False,dense_cartesian
2479,mirror,regen,477.1879,176.5318,183.4682,50.0,-825.0,False,dense_cartesian
2480,mirror,motoring,478.2782,5.1944,-5.1944,75.0,825.0,False,dense_cartesian
2480,mirror,regen,478.2782,174.8056,185.1944,75.0,-825.0,False,dense_cartesian
2481,mirror,motoring,479.8003,6.9112,-6.9112,100.0,825.0,False,dense_cartesian
2481,mirror,regen,479.8003,173.0888,186.9112,100.0,-825.0,False,dense_cartesian
2482,mirror,motoring,481.7503,8.6156,-8.6156,125.0,825.0,False,dense_cartesian
2482,mirror,regen,481.7503,171.3844,188.6156,125.0,-825.0,False,dense_cartesian
2483,mirror,motoring,484.1229,10.3048,-10.3048,150.0,825.0,False,dense_cartesian
2483,mirror,regen,484.1229,169.6952,190.3048,150.0,-825.0,False,dense_cartesian
2484,mirror,motoring,486.912,11.9761,-11.9761,175.0,825.0,False,dense_cartesian
2484,mirror,regen,486.912,168.0239,191.9761,175.0,-825.0,False,dense_cartesian
2485,mirror,motoring,490.1105,13.627,-13.627,200.0,825.0,False,dense_cartesian
2485,mirror,regen,490.1105,166.373,193.627,200.0,-825.0,False,dense_cartesian
2486,mirror,motoring,493.7104,15.2551,-15.2551,225.0,825.0,False,dense_cartesian
2486,mirror,regen,493.7104,164.7449,195.2551,225.0,-825.0,False,dense_cartesian
2487,mirror,motoring,497.7031,16.8584,-16.8584,250.0,825.0,False,dense_cartesian
2487,mirror,regen,497.7031,163.1416,196.8584,250.0,-825.0,False,dense_cartesian
2488,mirror,motoring,502.079,18.4349,-18.4349,275.0,825.0,False,dense_cartesian
2488,mirror,regen,502.079,161.5651,198.4349,275.0,-825.0,False,dense_cartesian
2489,mirror,motoring,506.8284,19.9831,-19.9831,300.0,825.0,False,dense_cartesian
2489,mirror,regen,506.8284,160.0169,199.9831,300.0,-825.0,False,dense_cartesian
2490,mirror,motoring,511.9408,21.5014,-21.5014,325.0,825.0,False,dense_cartesian
2490,mirror,regen,511.9408,158.4986,201.5014,325.0,-825.0,False,dense_cartesian
2491,mirror,motoring,517.4054,22.9887,-22.9887,350.0,825.0,False,dense_cartesian
2491,mirror,regen,517.4054,157.0113,202.9887,350.0,-825.0,False,dense_cartesian
2492,mirror,motoring,523.2112,24.444,-24.444,375.0,825.0,False,dense_cartesian
2492,mirror,regen,523.2112,155.556,204.444,375.0,-825.0,False,dense_cartesian
2493,mirror,motoring,529.3471,25.8664,-25.8664,400.0,825.0,False,dense_cartesian
2493,mirror,regen,529.3471,154.1336,205.8664,400.0,-825.0,False,dense_cartesian
2494,mirror,motoring,535.8016,27.2553,-27.2553,425.0,825.0,False,dense_cartesian
2494,mirror,regen,535.8016,152.7447,207.2553,425.0,-825.0,False,dense_cartesian
2495,mirror,motoring,542.5634,28.6105,-28.6105,450.0,825.0,False,dense_cartesian
2495,mirror,regen,542.5634,151.3895,208.6105,450.0,-825.0,False,dense_cartesian
2496,mirror,motoring,549.6211,29.9315,-29.9315,475.0,825.0,False,dense_cartesian
2496,mirror,regen,549.6211,150.0685,209.9315,475.0,-825.0,False,dense_cartesian
2497,mirror,motoring,556.9635,31.2184,-31.2184,500.0,825.0,False,dense_cartesian
2497,mirror,regen,556.9635,148.7816,211.2184,500.0,-825.0,False,dense_cartesian
2498,mirror,motoring,564.5795,32.4712,-32.4712,525.0,825.0,False,dense_cartesian
2498,mirror,regen,564.5795,147.5288,212.4712,525.0,-825.0,False,dense_cartesian
2499,mirror,motoring,572.4581,33.6901,-33.6901,550.0,825.0,False,dense_cartesian
2499,mirror,regen,572.4581,146.3099,213.6901,550.0,-825.0,False,dense_cartesian
2500,mirror,motoring,580.5888,34.8753,-34.8753,575.0,825.0,False,dense_cartesian
2500,mirror,regen,580.5888,145.1247,214.8753,575.0,-825.0,False,dense_cartesian
2501,mirror,motoring,588.9609,36.0274,-36.0274,600.0,825.0,False,dense_cartesian
2501,mirror,regen,588.9609,143.9726,216.0274,600.0,-825.0,False,dense_cartesian
2502,mirror,motoring,597.5645,37.1467,-37.1467,625.0,825.0,False,dense_cartesian
2502,mirror,regen,597.5645,142.8533,217.1467,625.0,-825.0,False,dense_cartesian
2503,mirror,motoring,606.3896,38.2338,-38.2338,650.0,825.0,False,dense_cartesian
2503,mirror,regen,606.3896,141.7662,218.2338,650.0,-825.0,False,dense_cartesian
2504,mirror,motoring,615.4267,39.2894,-39.2894,675.0,825.0,False,dense_cartesian
2504,mirror,regen,615.4267,140.7106,219.2894,675.0,-825.0,False,dense_cartesian
2505,mirror,motoring,617.7918,-37.4054,37.4054,-650.0,850.0,False,dense_cartesian
2505,mirror,regen,617.7918,217.4054,142.5946,-650.0,-850.0,False,dense_cartesian
2506,mirror,motoring,609.1319,-36.3268,36.3268,-625.0,850.0,False,dense_cartesian
2506,mirror,regen,609.1319,216.3268,143.6732,-625.0,-850.0,False,dense_cartesian
2507,mirror,motoring,600.694,-35.2176,35.2176,-600.0,850.0,False,dense_cartesian
2507,mirror,regen,600.694,215.2176,144.7824,-600.0,-850.0,False,dense_cartesian
2508,mirror,motoring,592.4877,-34.0772,34.0772,-575.0,850.0,False,dense_cartesian
2508,mirror,regen,592.4877,214.0772,145.9228,-575.0,-850.0,False,dense_cartesian
2509,mirror,motoring,584.5226,-32.9052,32.9052,-550.0,850.0,False,dense_cartesian
2509,mirror,regen,584.5226,212.9052,147.0948,-550.0,-850.0,False,dense_cartesian
2510,mirror,motoring,576.8087,-31.7014,31.7014,-525.0,850.0,False,dense_cartesian
2510,mirror,regen,576.8087,211.7014,148.2986,-525.0,-850.0,False,dense_cartesian
2511,mirror,motoring,569.3564,-30.4655,30.4655,-500.0,850.0,False,dense_cartesian
2511,mirror,regen,569.3564,210.4655,149.5345,-500.0,-850.0,False,dense_cartesian
2512,mirror,motoring,562.1758,-29.1975,29.1975,-475.0,850.0,False,dense_cartesian
2512,mirror,regen,562.1758,209.1975,150.8025,-475.0,-850.0,False,dense_cartesian
2513,mirror,motoring,555.2777,-27.8973,27.8973,-450.0,850.0,False,dense_cartesian
2513,mirror,regen,555.2777,207.8973,152.1027,-450.0,-850.0,False,dense_cartesian
2514,mirror,motoring,548.6726,-26.5651,26.5651,-425.0,850.0,False,dense_cartesian
2514,mirror,regen,548.6726,206.5651,153.4349,-425.0,-850.0,False,dense_cartesian
2515,mirror,motoring,542.3713,-25.2011,25.2011,-400.0,850.0,False,dense_cartesian
2515,mirror,regen,542.3713,205.2011,154.7989,-400.0,-850.0,False,dense_cartesian
2516,mirror,motoring,536.3845,-23.8059,23.8059,-375.0,850.0,False,dense_cartesian
2516,mirror,regen,536.3845,203.8059,156.1941,-375.0,-850.0,False,dense_cartesian
2517,mirror,motoring,530.7228,-22.3801,22.3801,-350.0,850.0,False,dense_cartesian
2517,mirror,regen,530.7228,202.3801,157.6199,-350.0,-850.0,False,dense_cartesian
2518,mirror,motoring,525.3967,-20.9245,20.9245,-325.0,850.0,False,dense_cartesian
2518,mirror,regen,525.3967,200.9245,159.0755,-325.0,-850.0,False,dense_cartesian
2519,mirror,motoring,520.4165,-19.44,19.44,-300.0,850.0,False,dense_cartesian
2519,mirror,regen,520.4165,199.44,160.56,-300.0,-850.0,False,dense_cartesian
2520,mirror,motoring,515.7923,-17.9279,17.9279,-275.0,850.0,False,dense_cartesian
2520,mirror,regen,515.7923,197.9279,162.0721,-275.0,-850.0,False,dense_cartesian
2521,mirror,motoring,511.5336,-16.3895,16.3895,-250.0,850.0,False,dense_cartesian
2521,mirror,regen,511.5336,196.3895,163.6105,-250.0,-850.0,False,dense_cartesian
2522,mirror,motoring,507.6498,-14.8265,14.8265,-225.0,850.0,False,dense_cartesian
2522,mirror,regen,507.6498,194.8265,165.1735,-225.0,-850.0,False,dense_cartesian
2523,mirror,motoring,504.1494,-13.2405,13.2405,-200.0,850.0,False,dense_cartesian
